;name;dataset;size;train_index;anomalous;events;anomaly_rate;first
520;521_UCR_id_219_Facility_tr_3000_1st_6527;UCR;12000;3000;118;3;0.009833333333333333;6527
521;522_UCR_id_220_Medical_tr_10217_1st_27929;UCR;40870;10217;60;3;0.0014680694886224615;27929
522;523_UCR_id_221_Facility_tr_3000_1st_6527;UCR;12000;3000;118;3;0.009833333333333333;6527
523;524_UCR_id_222_Medical_tr_1875_1st_5865;UCR;7501;1875;109;3;0.014531395813891481;5865
524;525_UCR_id_223_Facility_tr_50000_1st_250720;UCR;299790;50000;650;3;0.002168184395743687;250720
525;526_UCR_id_224_Sensor_tr_2827_1st_4711;UCR;11308;2827;98;3;0.008666430845419171;4711
526;527_UCR_id_225_Medical_tr_3000_1st_5948;UCR;12000;3000;45;3;0.00375;5948
527;528_UCR_id_226_Medical_tr_7500_1st_17000;UCR;30000;7500;100;3;0.0033333333333333335;17000
528;529_UCR_id_227_Facility_tr_19948_1st_52000;UCR;79795;19948;620;3;0.007769910395388182;52000
529;530_UCR_id_228_HumanActivity_tr_16250_1st_38500;UCR;65000;16250;300;3;0.004615384615384616;38500
530;531_SMAP_id_1_Sensor_tr_1811_1st_4510;SMAP;7244;1811;81;3;0.011181667586968525;4510
531;532_SMAP_id_2_Sensor_tr_2075_1st_5550;SMAP;8302;2075;351;3;0.04227896892315105;5550
532;533_SMAP_id_3_Sensor_tr_2052_1st_5300;SMAP;8209;2052;1121;3;0.13655743695943476;5300
533;534_SMAP_id_4_Sensor_tr_1968_1st_4370;SMAP;7874;1968;51;3;0.006477012954025908;4370
534;535_SMAP_id_5_Sensor_tr_1113_1st_1890;SMAP;4453;1113;41;3;0.009207275993712105;1890
535;536_SMAP_id_6_Sensor_tr_2160_1st_5600;SMAP;8640;2160;101;3;0.011689814814814814;5600
536;537_SMAP_id_7_Sensor_tr_2077_1st_5394;SMAP;8310;2077;281;3;0.03381468110709988;5394
537;538_SMAP_id_8_Sensor_tr_2007_1st_3650;SMAP;8029;2007;268;7;0.033379001120936606;3650
538;539_SMAP_id_9_Sensor_tr_1857_1st_4270;SMAP;7431;1857;61;3;0.008208854797470059;4270
539;540_SMAP_id_10_Sensor_tr_2051_1st_4575;SMAP;8205;2051;186;3;0.0226691042047532;4575
540;541_SMAP_id_11_Sensor_tr_1832_1st_5300;SMAP;7331;1832;448;3;0.06111035329422998;5300
541;542_SMAP_id_12_Sensor_tr_1908_1st_4690;SMAP;7632;1908;31;3;0.004061844863731656;4690
542;543_SMAP_id_13_Sensor_tr_2020_1st_4550;SMAP;8080;2020;111;3;0.013737623762376238;4550
543;544_SMAP_id_14_Sensor_tr_1978_1st_4450;SMAP;7914;1978;111;3;0.014025777103866566;4450
544;545_SMAP_id_15_Sensor_tr_1173_1st_2750;SMAP;4693;1173;51;3;0.010867249094395908;2750
545;546_SMAP_id_16_Sensor_tr_2117_1st_4770;SMAP;8469;2117;121;3;0.014287401109930334;4770
546;547_SMAP_id_17_Sensor_tr_2133_1st_5400;SMAP;8532;2133;623;3;0.07301922175339896;5400
547;548_SMAP_id_18_Sensor_tr_2094_1st_5600;SMAP;8376;2094;41;3;0.004894937917860554;5600
548;549_SMAP_id_19_Sensor_tr_1998_1st_2098;SMAP;8579;1998;184;5;0.021447721179624665;2098
549;550_SWaT_id_1_Sensor_tr_43700_1st_43800;SWaT;419919;43700;50653;55;0.12062564446952864;43800
550;551_YAHOO_id_1_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
551;552_YAHOO_id_2_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
552;553_YAHOO_id_3_WebService_tr_500_1st_237;YAHOO;1680;500;4;9;0.002380952380952381;237
553;554_YAHOO_id_4_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
554;555_YAHOO_id_5_WebService_tr_500_1st_730;YAHOO;1680;500;4;9;0.002380952380952381;730
555;556_YAHOO_id_6_WebService_tr_500_1st_359;YAHOO;1441;500;82;9;0.05690492713393477;359
556;557_YAHOO_id_7_WebService_tr_500_1st_770;YAHOO;1424;500;227;6;0.15941011235955055;770
557;558_YAHOO_id_8_WebService_tr_500_1st_1125;YAHOO;1427;500;80;5;0.05606166783461808;1125
558;559_YAHOO_id_9_WebService_tr_500_1st_538;YAHOO;1680;500;2;5;0.0011904761904761906;538
559;560_YAHOO_id_10_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
560;561_YAHOO_id_11_WebService_tr_500_1st_359;YAHOO;1680;500;2;5;0.0011904761904761906;359
561;562_YAHOO_id_12_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
562;563_YAHOO_id_13_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
563;564_YAHOO_id_14_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
564;565_YAHOO_id_15_WebService_tr_500_1st_151;YAHOO;1680;500;3;7;0.0017857142857142857;151
565;566_YAHOO_id_16_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
566;567_YAHOO_id_17_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
567;568_YAHOO_id_18_WebService_tr_500_1st_333;YAHOO;1680;500;3;7;0.0017857142857142857;333
568;569_YAHOO_id_19_WebService_tr_500_1st_30;YAHOO;1680;500;8;17;0.004761904761904762;30
569;570_YAHOO_id_20_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
570;571_YAHOO_id_21_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
571;572_YAHOO_id_22_WebService_tr_500_1st_377;YAHOO;1680;500;13;27;0.007738095238095238;377
572;573_YAHOO_id_23_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
573;574_YAHOO_id_24_WebService_tr_500_1st_202;YAHOO;1680;500;1;3;0.0005952380952380953;202
574;575_YAHOO_id_25_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
575;576_YAHOO_id_26_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
576;577_YAHOO_id_27_WebService_tr_500_1st_498;YAHOO;1680;500;5;11;0.002976190476190476;498
577;578_YAHOO_id_28_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
578;579_YAHOO_id_29_WebService_tr_500_1st_1342;YAHOO;1680;500;1;3;0.0005952380952380953;1342
579;580_YAHOO_id_30_WebService_tr_500_1st_236;YAHOO;1680;500;2;5;0.0011904761904761906;236
580;581_YAHOO_id_31_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
581;582_YAHOO_id_32_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
582;583_YAHOO_id_33_WebService_tr_500_1st_1616;YAHOO;1680;500;1;3;0.0005952380952380953;1616
583;584_YAHOO_id_34_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
584;585_YAHOO_id_35_WebService_tr_500_1st_577;YAHOO;1680;500;3;7;0.0017857142857142857;577
585;586_YAHOO_id_36_WebService_tr_500_1st_398;YAHOO;1680;500;1;3;0.0005952380952380953;398
586;587_YAHOO_id_37_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
587;588_YAHOO_id_38_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
588;589_YAHOO_id_39_WebService_tr_500_1st_10;YAHOO;1680;500;14;29;0.008333333333333333;10
589;590_YAHOO_id_40_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
590;591_YAHOO_id_41_WebService_tr_500_1st_139;YAHOO;1680;500;12;25;0.007142857142857143;139
591;592_YAHOO_id_42_WebService_tr_500_1st_28;YAHOO;1680;500;4;9;0.002380952380952381;28
592;593_YAHOO_id_43_WebService_tr_500_1st_75;YAHOO;1680;500;7;15;0.004166666666666667;75
593;594_YAHOO_id_44_WebService_tr_500_1st_599;YAHOO;1427;500;4;7;0.002803083391730904;599
594;595_YAHOO_id_45_WebService_tr_500_1st_248;YAHOO;1680;500;6;13;0.0035714285714285713;248
595;596_YAHOO_id_46_WebService_tr_500_1st_666;YAHOO;1680;500;4;9;0.002380952380952381;666
596;597_YAHOO_id_47_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
597;598_YAHOO_id_48_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
598;599_YAHOO_id_49_WebService_tr_500_1st_653;YAHOO;1461;500;8;9;0.0054757015742642025;653
599;600_YAHOO_id_50_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
600;601_YAHOO_id_51_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
601;602_YAHOO_id_52_WebService_tr_500_1st_595;YAHOO;1680;500;4;9;0.002380952380952381;595
602;603_YAHOO_id_53_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
603;604_YAHOO_id_54_WebService_tr_500_1st_116;YAHOO;1680;500;10;19;0.005952380952380952;116
604;605_YAHOO_id_55_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
605;606_YAHOO_id_56_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
606;607_YAHOO_id_57_WebService_tr_500_1st_426;YAHOO;1680;500;13;25;0.007738095238095238;426
607;608_YAHOO_id_58_WebService_tr_500_1st_72;YAHOO;1680;500;14;29;0.008333333333333333;72
608;609_YAHOO_id_59_WebService_tr_500_1st_17;YAHOO;1680;500;12;25;0.007142857142857143;17
609;610_YAHOO_id_60_WebService_tr_500_1st_878;YAHOO;1680;500;1;3;0.0005952380952380953;878
610;611_YAHOO_id_61_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
611;612_YAHOO_id_62_WebService_tr_500_1st_97;YAHOO;1680;500;16;33;0.009523809523809525;97
612;613_YAHOO_id_63_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
613;614_YAHOO_id_64_WebService_tr_500_1st_1204;YAHOO;1434;500;34;5;0.023709902370990237;1204
614;615_YAHOO_id_65_WebService_tr_500_1st_348;YAHOO;1439;500;2;3;0.001389854065323141;348
615;616_YAHOO_id_66_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
616;617_YAHOO_id_67_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
617;618_YAHOO_id_68_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
618;619_YAHOO_id_69_WebService_tr_500_1st_8;YAHOO;1680;500;8;17;0.004761904761904762;8
619;620_YAHOO_id_70_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
620;621_YAHOO_id_71_WebService_tr_500_1st_721;YAHOO;1680;500;2;5;0.0011904761904761906;721
621;622_YAHOO_id_72_WebService_tr_500_1st_421;YAHOO;1461;500;5;5;0.0034223134839151265;421
622;623_YAHOO_id_73_WebService_tr_500_1st_117;YAHOO;1680;500;15;31;0.008928571428571428;117
623;624_YAHOO_id_74_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
624;625_YAHOO_id_75_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
625;626_YAHOO_id_76_WebService_tr_500_1st_883;YAHOO;1420;500;10;7;0.007042253521126761;883
626;627_YAHOO_id_77_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
627;628_YAHOO_id_78_WebService_tr_500_1st_147;YAHOO;1680;500;11;23;0.006547619047619048;147
628;629_YAHOO_id_79_WebService_tr_500_1st_222;YAHOO;1680;500;12;25;0.007142857142857143;222
629;630_YAHOO_id_80_WebService_tr_500_1st_631;YAHOO;1680;500;5;11;0.002976190476190476;631
630;631_YAHOO_id_81_WebService_tr_500_1st_96;YAHOO;1680;500;8;17;0.004761904761904762;96
631;632_YAHOO_id_82_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
632;633_YAHOO_id_83_WebService_tr_500_1st_223;YAHOO;1680;500;5;11;0.002976190476190476;223
633;634_YAHOO_id_84_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
634;635_YAHOO_id_85_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
635;636_YAHOO_id_86_WebService_tr_500_1st_20;YAHOO;1680;500;9;19;0.005357142857142857;20
636;637_YAHOO_id_87_WebService_tr_500_1st_338;YAHOO;1680;500;7;15;0.004166666666666667;338
637;638_YAHOO_id_88_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
638;639_YAHOO_id_89_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
639;640_YAHOO_id_90_WebService_tr_500_1st_18;YAHOO;1680;500;16;33;0.009523809523809525;18
640;641_YAHOO_id_91_WebService_tr_500_1st_149;YAHOO;1680;500;10;21;0.005952380952380952;149
641;642_YAHOO_id_92_WebService_tr_500_1st_433;YAHOO;1680;500;5;11;0.002976190476190476;433
642;643_YAHOO_id_93_WebService_tr_500_1st_1038;YAHOO;1680;500;1;3;0.0005952380952380953;1038
643;644_YAHOO_id_94_WebService_tr_500_1st_1078;YAHOO;1435;500;75;11;0.05226480836236934;1078
644;645_YAHOO_id_95_WebService_tr_500_1st_1047;YAHOO;1680;500;1;3;0.0005952380952380953;1047
645;646_YAHOO_id_96_WebService_tr_500_1st_121;YAHOO;1680;500;9;19;0.005357142857142857;121
646;647_YAHOO_id_97_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
647;648_YAHOO_id_98_WebService_tr_500_1st_731;YAHOO;1680;500;2;5;0.0011904761904761906;731
648;649_YAHOO_id_99_WebService_tr_500_1st_1386;YAHOO;1680;500;1;3;0.0005952380952380953;1386
649;650_YAHOO_id_100_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
650;651_YAHOO_id_101_WebService_tr_500_1st_103;YAHOO;1680;500;6;13;0.0035714285714285713;103
651;652_YAHOO_id_102_WebService_tr_500_1st_174;YAHOO;1680;500;14;29;0.008333333333333333;174
652;653_YAHOO_id_103_WebService_tr_500_1st_443;YAHOO;1680;500;3;7;0.0017857142857142857;443
653;654_YAHOO_id_104_WebService_tr_500_1st_20;YAHOO;1680;500;10;21;0.005952380952380952;20
654;655_YAHOO_id_105_WebService_tr_500_1st_17;YAHOO;1680;500;14;27;0.008333333333333333;17
655;656_YAHOO_id_106_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
656;657_YAHOO_id_107_WebService_tr_500_1st_1260;YAHOO;1440;500;1;3;0.0006944444444444445;1260
657;658_YAHOO_id_108_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
658;659_YAHOO_id_109_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
659;660_YAHOO_id_110_WebService_tr_500_1st_307;YAHOO;1680;500;4;9;0.002380952380952381;307
660;661_YAHOO_id_111_WebService_tr_500_1st_279;YAHOO;1680;500;9;19;0.005357142857142857;279
661;662_YAHOO_id_112_WebService_tr_500_1st_361;YAHOO;1680;500;7;15;0.004166666666666667;361
662;663_YAHOO_id_113_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
663;664_YAHOO_id_114_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
664;665_YAHOO_id_115_WebService_tr_500_1st_28;YAHOO;1680;500;15;31;0.008928571428571428;28
665;666_YAHOO_id_116_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
666;667_YAHOO_id_117_WebService_tr_500_1st_421;YAHOO;1461;500;3;3;0.002053388090349076;421
667;668_YAHOO_id_118_WebService_tr_500_1st_112;YAHOO;1680;500;12;25;0.007142857142857143;112
668;669_YAHOO_id_119_WebService_tr_500_1st_21;YAHOO;1680;500;11;23;0.006547619047619048;21
669;670_YAHOO_id_120_WebService_tr_500_1st_221;YAHOO;1680;500;15;31;0.008928571428571428;221
670;671_YAHOO_id_121_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
671;672_YAHOO_id_122_WebService_tr_500_1st_857;YAHOO;1680;500;1;3;0.0005952380952380953;857
672;673_YAHOO_id_123_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
673;674_YAHOO_id_124_WebService_tr_500_1st_514;YAHOO;1439;500;2;3;0.001389854065323141;514
674;675_YAHOO_id_125_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
675;676_YAHOO_id_126_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
676;677_YAHOO_id_127_WebService_tr_500_1st_46;YAHOO;1680;500;13;27;0.007738095238095238;46
677;678_YAHOO_id_128_WebService_tr_500_1st_665;YAHOO;1680;500;3;7;0.0017857142857142857;665
678;679_YAHOO_id_129_WebService_tr_500_1st_428;YAHOO;1680;500;3;7;0.0017857142857142857;428
679;680_YAHOO_id_130_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
680;681_YAHOO_id_131_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
681;682_YAHOO_id_132_WebService_tr_500_1st_354;YAHOO;1680;500;10;19;0.005952380952380952;354
682;683_YAHOO_id_133_WebService_tr_500_1st_36;YAHOO;1680;500;14;29;0.008333333333333333;36
683;684_YAHOO_id_134_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
684;685_YAHOO_id_135_WebService_tr_500_1st_121;YAHOO;1680;500;16;33;0.009523809523809525;121
685;686_YAHOO_id_136_WebService_tr_500_1st_755;YAHOO;1680;500;5;11;0.002976190476190476;755
686;687_YAHOO_id_137_WebService_tr_500_1st_89;YAHOO;1680;500;15;31;0.008928571428571428;89
687;688_YAHOO_id_138_WebService_tr_500_1st_482;YAHOO;1680;500;3;7;0.0017857142857142857;482
688;689_YAHOO_id_139_WebService_tr_500_1st_1073;YAHOO;1680;500;1;3;0.0005952380952380953;1073
689;690_YAHOO_id_140_WebService_tr_500_1st_696;YAHOO;1680;500;7;15;0.004166666666666667;696
690;691_YAHOO_id_141_WebService_tr_500_1st_57;YAHOO;1680;500;16;33;0.009523809523809525;57
691;692_YAHOO_id_142_WebService_tr_500_1st_294;YAHOO;1680;500;13;27;0.007738095238095238;294
692;693_YAHOO_id_143_WebService_tr_500_1st_1003;YAHOO;1427;500;2;5;0.001401541695865452;1003
693;694_YAHOO_id_144_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
694;695_YAHOO_id_145_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
695;696_YAHOO_id_146_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
696;697_YAHOO_id_147_WebService_tr_500_1st_225;YAHOO;1680;500;12;25;0.007142857142857143;225
697;698_YAHOO_id_148_WebService_tr_500_1st_186;YAHOO;1680;500;13;27;0.007738095238095238;186
698;699_YAHOO_id_149_WebService_tr_500_1st_99;YAHOO;1680;500;2;5;0.0011904761904761906;99
699;700_YAHOO_id_150_WebService_tr_500_1st_82;YAHOO;1680;500;15;31;0.008928571428571428;82
700;701_YAHOO_id_151_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
701;702_YAHOO_id_152_WebService_tr_500_1st_8;YAHOO;1680;500;15;31;0.008928571428571428;8
702;703_YAHOO_id_153_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
703;704_YAHOO_id_154_WebService_tr_500_1st_541;YAHOO;1422;500;33;7;0.023206751054852322;541
704;705_YAHOO_id_155_WebService_tr_500_1st_1279;YAHOO;1420;500;6;5;0.004225352112676056;1279
705;706_YAHOO_id_156_WebService_tr_500_1st_201;YAHOO;1680;500;16;33;0.009523809523809525;201
706;707_YAHOO_id_157_WebService_tr_500_1st_137;YAHOO;1680;500;15;31;0.008928571428571428;137
707;708_YAHOO_id_158_WebService_tr_500_1st_165;YAHOO;1680;500;3;7;0.0017857142857142857;165
708;709_YAHOO_id_159_WebService_tr_500_1st_481;YAHOO;1680;500;3;7;0.0017857142857142857;481
709;710_YAHOO_id_160_WebService_tr_500_1st_253;YAHOO;1680;500;6;13;0.0035714285714285713;253
710;711_YAHOO_id_161_WebService_tr_500_1st_137;YAHOO;1680;500;5;11;0.002976190476190476;137
711;712_YAHOO_id_162_WebService_tr_500_1st_88;YAHOO;1680;500;8;17;0.004761904761904762;88
712;713_YAHOO_id_163_WebService_tr_500_1st_66;YAHOO;1680;500;10;21;0.005952380952380952;66
713;714_YAHOO_id_164_WebService_tr_500_1st_1;YAHOO;1680;500;10;21;0.005952380952380952;1
714;715_YAHOO_id_165_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
715;716_YAHOO_id_166_WebService_tr_500_1st_540;YAHOO;1680;500;4;9;0.002380952380952381;540
716;717_YAHOO_id_167_WebService_tr_500_1st_84;YAHOO;1680;500;7;15;0.004166666666666667;84
717;718_YAHOO_id_168_WebService_tr_500_1st_263;YAHOO;1680;500;13;27;0.007738095238095238;263
718;719_YAHOO_id_169_WebService_tr_500_1st_852;YAHOO;1680;500;6;13;0.0035714285714285713;852
719;720_YAHOO_id_170_WebService_tr_500_1st_3;YAHOO;1680;500;16;33;0.009523809523809525;3
720;721_YAHOO_id_171_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
721;722_YAHOO_id_172_WebService_tr_500_1st_353;YAHOO;1461;500;17;8;0.01163586584531143;353
722;723_YAHOO_id_173_WebService_tr_500_1st_1214;YAHOO;1420;500;2;5;0.0014084507042253522;1214
723;724_YAHOO_id_174_WebService_tr_500_1st_1030;YAHOO;1680;500;5;11;0.002976190476190476;1030
724;725_YAHOO_id_175_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
725;726_YAHOO_id_176_WebService_tr_500_1st_221;YAHOO;1680;500;15;31;0.008928571428571428;221
726;727_YAHOO_id_177_WebService_tr_500_1st_82;YAHOO;1680;500;16;33;0.009523809523809525;82
727;728_YAHOO_id_178_WebService_tr_500_1st_68;YAHOO;1680;500;9;19;0.005357142857142857;68
728;729_YAHOO_id_179_WebService_tr_500_1st_559;YAHOO;1680;500;6;13;0.0035714285714285713;559
729;730_YAHOO_id_180_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
730;731_YAHOO_id_181_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
731;732_YAHOO_id_182_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
732;733_YAHOO_id_183_WebService_tr_500_1st_447;YAHOO;1461;500;16;11;0.010951403148528405;447
733;734_YAHOO_id_184_WebService_tr_500_1st_768;YAHOO;1424;500;227;6;0.15941011235955055;768
734;735_YAHOO_id_185_WebService_tr_500_1st_20;YAHOO;1680;500;5;11;0.002976190476190476;20
735;736_YAHOO_id_186_Synthetic_tr_500_1st_623;YAHOO;1421;500;9;7;0.0063335679099225895;623
736;737_YAHOO_id_187_WebService_tr_500_1st_230;YAHOO;1680;500;6;13;0.0035714285714285713;230
737;738_YAHOO_id_188_WebService_tr_500_1st_26;YAHOO;1680;500;7;15;0.004166666666666667;26
738;739_YAHOO_id_189_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
739;740_YAHOO_id_190_WebService_tr_500_1st_0;YAHOO;1680;500;11;22;0.006547619047619048;0
740;741_YAHOO_id_191_WebService_tr_500_1st_1114;YAHOO;1680;500;2;5;0.0011904761904761906;1114
741;742_YAHOO_id_192_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
742;743_YAHOO_id_193_WebService_tr_500_1st_133;YAHOO;1680;500;13;27;0.007738095238095238;133
743;744_YAHOO_id_194_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
744;745_YAHOO_id_195_WebService_tr_500_1st_326;YAHOO;1680;500;11;23;0.006547619047619048;326
745;746_YAHOO_id_196_WebService_tr_500_1st_413;YAHOO;1680;500;4;9;0.002380952380952381;413
746;747_YAHOO_id_197_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
747;748_YAHOO_id_198_WebService_tr_500_1st_170;YAHOO;1680;500;3;7;0.0017857142857142857;170
748;749_YAHOO_id_199_WebService_tr_500_1st_136;YAHOO;1680;500;7;15;0.004166666666666667;136
749;750_YAHOO_id_200_WebService_tr_500_1st_591;YAHOO;1427;500;10;11;0.00700770847932726;591
750;751_YAHOO_id_201_WebService_tr_500_1st_142;YAHOO;1439;500;12;7;0.008339124391938846;142
751;752_YAHOO_id_202_WebService_tr_500_1st_95;YAHOO;1680;500;12;25;0.007142857142857143;95
752;753_YAHOO_id_203_WebService_tr_500_1st_6;YAHOO;1680;500;14;29;0.008333333333333333;6
753;754_YAHOO_id_204_WebService_tr_500_1st_28;YAHOO;1680;500;11;23;0.006547619047619048;28
754;755_YAHOO_id_205_Synthetic_tr_500_1st_893;YAHOO;1421;500;1;3;0.0007037297677691766;893
755;756_YAHOO_id_206_WebService_tr_500_1st_55;YAHOO;1680;500;12;25;0.007142857142857143;55
756;757_YAHOO_id_207_WebService_tr_500_1st_33;YAHOO;1680;500;5;11;0.002976190476190476;33
757;758_YAHOO_id_208_WebService_tr_500_1st_24;YAHOO;1680;500;13;27;0.007738095238095238;24
758;759_YAHOO_id_209_WebService_tr_500_1st_189;YAHOO;1680;500;13;27;0.007738095238095238;189
759;760_YAHOO_id_210_WebService_tr_500_1st_23;YAHOO;1680;500;6;13;0.0035714285714285713;23
760;761_YAHOO_id_211_WebService_tr_500_1st_7;YAHOO;1680;500;14;29;0.008333333333333333;7
761;762_YAHOO_id_212_WebService_tr_500_1st_1055;YAHOO;1680;500;2;5;0.0011904761904761906;1055
762;763_YAHOO_id_213_WebService_tr_500_1st_43;YAHOO;1680;500;13;27;0.007738095238095238;43
763;764_YAHOO_id_214_WebService_tr_500_1st_599;YAHOO;1427;500;9;7;0.006306937631394534;599
764;765_YAHOO_id_215_WebService_tr_500_1st_92;YAHOO;1680;500;12;25;0.007142857142857143;92
765;766_YAHOO_id_216_WebService_tr_500_1st_114;YAHOO;1440;500;32;7;0.022222222222222223;114
766;767_YAHOO_id_217_Synthetic_tr_500_1st_658;YAHOO;1421;500;4;5;0.0028149190710767065;658
767;768_YAHOO_id_218_WebService_tr_500_1st_431;YAHOO;1680;500;16;33;0.009523809523809525;431
768;769_YAHOO_id_219_WebService_tr_500_1st_205;YAHOO;1680;500;9;19;0.005357142857142857;205
769;770_YAHOO_id_220_WebService_tr_500_1st_29;YAHOO;1680;500;9;19;0.005357142857142857;29
770;771_YAHOO_id_221_WebService_tr_500_1st_61;YAHOO;1680;500;16;33;0.009523809523809525;61
771;772_YAHOO_id_222_WebService_tr_500_1st_85;YAHOO;1680;500;12;25;0.007142857142857143;85
